"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 09 01:45:29 GMT 56423","Tue May 09 01:45:29 GMT 56423","182","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with a valid count MUST successfully response","WHEN the APOD endpoint is tested with a valid count MUST successfully response","Test the APOD endpoint using a valid count parameter to ensure the correct number of images are returned from https://api.nasa.gov/planetary/apod"
"passed","Tue May 09 04:42:34 GMT 56423","Tue May 09 04:42:34 GMT 56423","210","","Gonkey","","Gonkey","WHEN an APOD endpoint with `thumbs=true` IS requested, AND the APOD is not a video, IT SHOULD ignore the `thumbs` parameter","WHEN an APOD endpoint with `thumbs=true` IS requested, AND the APOD is not a video, IT SHOULD ignore the `thumbs` parameter","Test the APOD endpoint with `thumbs=true` to ensure it ignores the parameter if the APOD is not a video."
"passed","Tue May 09 01:47:59 GMT 56423","Tue May 09 01:48:00 GMT 56423","182","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with count=0 MUST response with an error","WHEN the APOD endpoint is tested with count=0 MUST response with an error","Test the APOD endpoint with count=0 to verify the service returns an appropriate response or error from https://api.nasa.gov/planetary/apod"
"passed","Tue May 09 04:40:01 GMT 56423","Tue May 09 04:40:01 GMT 56423","179","","Gonkey","","Gonkey","WHEN an APOD endpoint with `thumbs=true` IS requested, AND the APOD is a video, IT SHOULD return the video thumbnail URL","WHEN an APOD endpoint with `thumbs=true` IS requested, AND the APOD is a video, IT SHOULD return the video thumbnail URL","Test the APOD endpoint with `thumbs=true` to ensure it returns the video thumbnail URL if the APOD is a video."
"passed","Tue May 09 04:12:43 GMT 56423","Tue May 09 04:12:44 GMT 56423","736","","Gonkey","","Gonkey","WHEN an APOD endpoint with an `end_date` equal to `start_date` IS requested, IT SHOULD return successfully","WHEN an APOD endpoint with an `end_date` equal to `start_date` IS requested, IT SHOULD return successfully","Test the APOD endpoint with an `end_date` equal to `start_date` to ensure it returns a successful response."
"passed","Tue May 09 03:56:57 GMT 56423","Tue May 09 03:56:57 GMT 56423","148","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with no data available for a date MUST response with an error","WHEN the APOD endpoint is tested with no data available for a date MUST response with an error","Test the APOD endpoint with a date for which no data is available to verify that the service returns an error from https://api.nasa.gov/planetary/apod"
"passed","Tue May 09 04:34:58 GMT 56423","Tue May 09 04:34:58 GMT 56423","199","","Gonkey","","Gonkey","WHEN an APOD endpoint with the incorrect `start_date` and correct `date` IS requested, IT SHOULD return an error","WHEN an APOD endpoint with the incorrect `start_date` and correct `date` IS requested, IT SHOULD return an error","Test the APOD endpoint with the incorrect `start_date` to ensure it returns an error response from https://api.nasa.gov/planetary/apod"
"passed","Tue May 09 04:09:16 GMT 56423","Tue May 09 04:09:16 GMT 56423","171","","Gonkey","","Gonkey","WHEN an APOD endpoint with the `end_date` before `start_date` IS requested, IT SHOULD return a 400 Bad Request","WHEN an APOD endpoint with the `end_date` before `start_date` IS requested, IT SHOULD return a 400 Bad Request","Test the APOD endpoint with an `end_date` before the `start_date` to ensure it returns a 400 Bad Request."
"passed","Tue May 09 04:15:18 GMT 56423","Tue May 09 04:15:18 GMT 56423","130","","Gonkey","","Gonkey","WHEN an APOD endpoint with a future `end_date` IS requested, IT SHOULD return successfully","WHEN an APOD endpoint with a future `end_date` IS requested, IT SHOULD return successfully","Test the APOD endpoint with a future `end_date` to ensure it returns a successful response."
"passed","Tue May 09 03:44:53 GMT 56423","Tue May 09 03:44:53 GMT 56423","164","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with count and date MUST response with an error","WHEN the APOD endpoint is tested with count and date MUST response with an error","Test the APOD endpoint with both count and date parameters to ensure the service returns an error from https://api.nasa.gov/planetary/apod"
