"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 10:46:56 GMT 56562","Tue Aug 10 10:46:56 GMT 56562","121","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with count and start_date/end_date MUST response with an error","WHEN the APOD endpoint is tested with count and start_date/end_date MUST response with an error","Test the APOD endpoint with count, start_date, and end_date parameters to ensure the service returns an error from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 11:12:48 GMT 56562","Tue Aug 10 11:12:48 GMT 56562","142","","Gonkey","","Gonkey","WHEN an APOD endpoint with the incorrect `start_date` IS requested, IT SHOULD return an error","WHEN an APOD endpoint with the incorrect `start_date` IS requested, IT SHOULD return an error","Test the APOD endpoint with the incorrect `start_date` to ensure it returns an error response from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 09:12:09 GMT 56562","Tue Aug 10 09:12:09 GMT 56562","136","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with a valid count MUST successfully response","WHEN the APOD endpoint is tested with a valid count MUST successfully response","Test the APOD endpoint using a valid count parameter to ensure the correct number of images are returned from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 11:30:33 GMT 56562","Tue Aug 10 11:30:33 GMT 56562","269","","Gonkey","","Gonkey","WHEN an APOD endpoint with `thumbs=false` IS requested, IT SHOULD return normally","WHEN an APOD endpoint with `thumbs=false` IS requested, IT SHOULD return normally","Test the APOD endpoint with `thumbs=false` to ensure it returns normally regardless of the APOD type."
"passed","Tue Aug 10 12:10:45 GMT 56562","Tue Aug 10 12:10:45 GMT 56562","213","","Gonkey","","Gonkey","WHEN the Neo - Lookup endpoint is tested with a valid API key and asteroid_id range MUST successfully respond","WHEN the Neo - Lookup endpoint is tested with a valid API key and asteroid_id range MUST successfully respond","Test the Neo - Feed endpoint using a valid API key and a date range to ensure a successful response from https://api.nasa.gov/neo/rest/v1/neo/"
"passed","Tue Aug 10 11:55:07 GMT 56562","Tue Aug 10 11:55:07 GMT 56562","159","","Gonkey","","Gonkey","WHEN the Neo - Feed endpoint is tested with a valid API key and February 29th leap year, IT SHOULD return an error","WHEN the Neo - Feed endpoint is tested with a valid API key and February 29th leap year, IT SHOULD return an error","Test the Neo - Feed endpoint using a valid API key and a date range to ensure a successful response from https://api.nasa.gov/neo/rest/v1/feed"
"passed","Tue Aug 10 10:42:30 GMT 56562","Tue Aug 10 10:42:31 GMT 56562","718","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with a large count MUST successfully response","WHEN the APOD endpoint is tested with a large count MUST successfully response","Test the APOD endpoint with a large count to verify the service can handle large number of   requests from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 09:08:55 GMT 56562","Tue Aug 10 09:08:55 GMT 56562","131","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with an invalid API key MUST response with an error","WHEN the APOD endpoint is tested with an invalid API key MUST response with an error","Test the APOD endpoint using an invalid API key to check that the service correctly returns an error from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 11:03:03 GMT 56562","Tue Aug 10 11:03:03 GMT 56562","133","","Gonkey","","Gonkey","WHEN an APOD endpoint with the `end_date` before `start_date` IS requested, IT SHOULD return a 400 Bad Request","WHEN an APOD endpoint with the `end_date` before `start_date` IS requested, IT SHOULD return a 400 Bad Request","Test the APOD endpoint with an `end_date` before the `start_date` to ensure it returns a 400 Bad Request."
"passed","Tue Aug 10 10:52:02 GMT 56562","Tue Aug 10 10:52:02 GMT 56562","138","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with less minimal data MUST response with an error","WHEN the APOD endpoint is tested with less minimal data MUST response with an error","Test the APOD endpoint with a date prior to the earliest valid date to confirm that the service returns an appropriate error from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 11:40:43 GMT 56562","Tue Aug 10 11:40:44 GMT 56562","191","","Gonkey","","Gonkey","WHEN the Neo - Browse endpoint is tested with a valid API key and invalid browse, IT SHOULD return an error","WHEN the Neo - Browse endpoint is tested with a valid API key and invalid browse, IT SHOULD return an error","Test the Neo - Browse endpoint using a valid API key and a valid browse to ensure a error response from https://api.nasa.gov/neo/rest/v1/neo/"
"passed","Tue Aug 10 10:54:50 GMT 56562","Tue Aug 10 10:54:50 GMT 56562","143","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with no data available for a date MUST response with an error","WHEN the APOD endpoint is tested with no data available for a date MUST response with an error","Test the APOD endpoint with a date for which no data is available to verify that the service returns an error from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 12:05:03 GMT 56562","Tue Aug 10 12:05:03 GMT 56562","359","","Gonkey","","Gonkey","WHEN the Neo - Feed endpoint is tested with a valid API key and date (6 day period) range MUST successfully respond","WHEN the Neo - Feed endpoint is tested with a valid API key and date (6 day period) range MUST successfully respond","Test the Neo - Feed endpoint using a valid API key and a date range to ensure a successful response from https://api.nasa.gov/neo/rest/v1/feed"
"passed","Tue Aug 10 11:08:20 GMT 56562","Tue Aug 10 11:08:20 GMT 56562","147","","Gonkey","","Gonkey","WHEN an APOD endpoint with a future `end_date` IS requested, IT SHOULD return successfully","WHEN an APOD endpoint with a future `end_date` IS requested, IT SHOULD return successfully","Test the APOD endpoint with a future `end_date` to ensure it returns a successful response."
"passed","Tue Aug 10 12:18:17 GMT 56562","Tue Aug 10 12:18:17 GMT 56562","151","","Gonkey","","Gonkey","WHEN the Neo - Lookup endpoint is tested with a valid API key and with invalid asteroid_id, IT SHOULD return an error","WHEN the Neo - Lookup endpoint is tested with a valid API key and with invalid asteroid_id, IT SHOULD return an error","Test the Neo - Feed endpoint using a valid API key and a date range to ensure a successful response from https://api.nasa.gov/neo/rest/v1/neo/"
"passed","Tue Aug 10 12:29:12 GMT 56562","Tue Aug 10 12:29:12 GMT 56562","158","","Gonkey","","Gonkey","WHEN the Coronal Mass Ejection endpoint is tested with a valid API key and invalid date range MUST return an empty list","WHEN the Coronal Mass Ejection endpoint is tested with a valid API key and invalid date range MUST return an empty list","Tests the endpoint with a valid API key and an invalid date range."
"passed","Tue Aug 10 11:14:56 GMT 56562","Tue Aug 10 11:14:56 GMT 56562","133","","Gonkey","","Gonkey","WHEN an APOD endpoint with the correct `start_date` and correct `date` IS requested, IT SHOULD return an error","WHEN an APOD endpoint with the correct `start_date` and correct `date` IS requested, IT SHOULD return an error","Test the APOD endpoint with the incorrect `start_date` to ensure it returns an error response from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 11:52:49 GMT 56562","Tue Aug 10 11:52:49 GMT 56562","218","","Gonkey","","Gonkey","WHEN the Neo - Feed endpoint is tested with a valid API key and February 29th leap year range MUST successfully respond","WHEN the Neo - Feed endpoint is tested with a valid API key and February 29th leap year range MUST successfully respond","Test the Neo - Feed endpoint using a valid API key and a date range to ensure a successful response from https://api.nasa.gov/neo/rest/v1/feed"
"passed","Tue Aug 10 10:57:04 GMT 56562","Tue Aug 10 10:57:04 GMT 56562","142","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with an upper boundary date MUST response with an error","WHEN the APOD endpoint is tested with an upper boundary date MUST response with an error","Test the APOD endpoint with a future date to ensure that the service returns an appropriate error from https://api.nasa.gov/planetary/apod"
"failed","Tue Aug 10 11:37:18 GMT 56562","Tue Aug 10 11:37:19 GMT 56562","1009","","Gonkey","","Gonkey","WHEN the Neo - Browse endpoint is tested with a valid API key and valid browse successfully respond","WHEN the Neo - Browse endpoint is tested with a valid API key and valid browse successfully respond","Test the Neo - Browse endpoint using a valid API key and a valid browse to ensure a successful response from https://api.nasa.gov/neo/rest/v1/neo/"
"passed","Tue Aug 10 11:58:27 GMT 56562","Tue Aug 10 11:58:27 GMT 56562","161","","Gonkey","","Gonkey","WHEN the Neo - Feed endpoint is tested with a valid API key and date more than a 7 day period IT SHOULD return an error","WHEN the Neo - Feed endpoint is tested with a valid API key and date more than a 7 day period IT SHOULD return an error","Test the Neo - Feed endpoint using a valid API key and a date range to ensure a successful response from https://api.nasa.gov/neo/rest/v1/feed"
"passed","Tue Aug 10 11:21:37 GMT 56562","Tue Aug 10 11:21:37 GMT 56562","159","","Gonkey","","Gonkey","WHEN an APOD endpoint with the incorrect `start_date` and incorrect `date` IS requested, IT SHOULD return an error","WHEN an APOD endpoint with the incorrect `start_date` and incorrect `date` IS requested, IT SHOULD return an error","Test the APOD endpoint with the incorrect `start_date` to ensure it returns an error response from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 11:24:40 GMT 56562","Tue Aug 10 11:24:40 GMT 56562","183","","Gonkey","","Gonkey","WHEN an APOD endpoint with `thumbs=true` IS requested, AND the APOD is a video, IT SHOULD return the video thumbnail URL","WHEN an APOD endpoint with `thumbs=true` IS requested, AND the APOD is a video, IT SHOULD return the video thumbnail URL","Test the APOD endpoint with `thumbs=true` to ensure it returns the video thumbnail URL if the APOD is a video."
"passed","Tue Aug 10 09:07:46 GMT 56562","Tue Aug 10 09:07:47 GMT 56562","238","","Gonkey","","Gonkey","WHEN the APOD endpoint is tested with a missing API key MUST response with an error","WHEN the APOD endpoint is tested with a missing API key MUST response with an error","Test the APOD endpoint without providing an API key to verify that the service returns an error as expected from https://api.nasa.gov/planetary/apod"
"passed","Tue Aug 10 11:47:20 GMT 56562","Tue Aug 10 11:47:20 GMT 56562","346","","Gonkey","","Gonkey","WHEN the Neo - Feed endpoint is tested with a valid API key and date range MUST successfully respond","WHEN the Neo - Feed endpoint is tested with a valid API key and date range MUST successfully respond","Test the Neo - Feed endpoint using a valid API key and a date range to ensure a successful response from https://api.nasa.gov/neo/rest/v1/feed"
